7.7,9.4,4.5,3,5.9117e-12,2.6148e-12,1.819e-12,2.1828e-11,-1.5916e-11,6.5484e-11,5.8208e-11,-1.4552e-11,-1.3097e-10,0,0
7.69,9.4,4.5,3,9.0167e-07,4.7609e-08,-6.3966e-08,-0.0003581,-1.8897e-05,2.5244e-05,0.10615,0.0055967,-0.0074092,0,0
7.68,9.4,4.5,3,1.4021e-05,7.3878e-07,-9.7142e-07,-0.0027642,-0.0001455,0.00018927,0.40473,0.02127,-0.027163,0,0
7.67,9.4,4.5,3,6.8982e-05,3.6279e-06,-4.6707e-06,-0.0090004,-0.0004727,0.00059874,0.86772,0.04547,-0.056004,0,0
7.66,9.4,4.5,3,0.00021187,1.1124e-05,-1.4023e-05,-0.020581,-0.0010787,0.0013306,1.4694,0.076812,-0.091231,0,0
7.65,9.4,4.5,3,0.00050266,2.635e-05,-3.2534e-05,-0.038773,-0.0020286,0.0024373,2.1863,0.11406,-0.13065,0,0
7.64,9.4,4.5,3,0.0010129,5.3021e-05,-6.4129e-05,-0.06462,-0.0033758,0.0039516,2.9969,0.15611,-0.17251,0,0
7.63,9.4,4.5,3,0.0018234,9.5335e-05,-0.00011298,-0.098958,-0.0051635,0.005891,3.8816,0.20198,-0.21547,0,0
7.62,9.3999,4.5,3,0.0030225,0.00015787,-0.00018339,-0.14244,-0.0074254,0.0082613,4.8227,0.25084,-0.25855,0,0
7.61,9.3999,4.5,3,0.0047043,0.00024551,-0.00027964,-0.19555,-0.010188,0.01106,5.8041,0.30191,-0.3011,0,0
7.6,9.3999,4.5,3,0.0069667,0.00036336,-0.000406,-0.25861,-0.013469,0.01428,6.8112,0.35456,-0.34273,0,0
7.59,9.3998,4.5,3,0.0099103,0.00051666,-0.00056662,-0.33181,-0.017282,0.017911,7.8312,0.40822,-0.38329,0,0
7.58,9.3997,4.5,3,0.013637,0.0007108,-0.00076556,-0.41523,-0.021635,0.021943,8.8523,0.46242,-0.42287,0,0
7.57,9.3995,4.5,3,0.018249,0.00095118,-0.0010068,-0.50883,-0.026531,0.026366,9.8643,0.51674,-0.4617,0,0
7.56,9.3993,4.5,3,0.023847,0.0012432,-0.0012942,-0.61246,-0.031969,0.031176,10.858,0.57086,-0.50018,0,0
7.55,9.399,4.4999,3.0001,0.030531,0.0015924,-0.0016316,-0.7259,-0.037947,0.03637,11.826,0.62448,-0.53883,0,0
7.54,9.3987,4.4999,3.0001,0.038397,0.0020039,-0.0020229,-0.84886,-0.044457,0.041955,12.76,0.67739,-0.57826,0,0
7.53,9.3982,4.4999,3.0001,0.047539,0.0024832,-0.002472,-0.98097,-0.051491,0.04794,13.655,0.72942,-0.61916,0,0
7.52,9.3977,4.4999,3.0001,0.058045,0.0030355,-0.0029831,-1.1218,-0.059041,0.054345,14.506,0.78042,-0.66229,0,0
7.51,9.3971,4.4998,3.0002,0.070003,0.0036658,-0.0035604,-1.2709,-0.067096,0.061196,15.309,0.8303,-0.70841,0,0
7.5,9.3963,4.4998,3.0002,0.08349,0.004379,-0.0042086,-1.4278,-0.075644,0.068526,16.059,0.87901,-0.75832,0,0
7.49,9.3954,4.4998,3.0002,0.098583,0.0051802,-0.0049327,-1.5919,-0.084672,0.076378,16.755,0.9265,-0.81283,0,0
7.48,9.3943,4.4997,3.0003,0.11535,0.0060741,-0.0057381,-1.7627,-0.09417,0.084801,17.393,0.97277,-0.87272,0,0
7.47,9.3931,4.4996,3.0004,0.13386,0.0070651,-0.0066308,-1.9396,-0.10412,0.093853,17.973,1.0178,-0.93877,0,0
7.46,9.3916,4.4996,3.0004,0.15416,0.008158,-0.0076174,-2.122,-0.11452,0.1036,18.494,1.0617,-1.0117,0,0
7.45,9.39,4.4995,3.0005,0.17631,0.009357,-0.0087053,-2.3093,-0.12535,0.11411,18.954,1.1045,-1.0922,0,0
7.44,9.3881,4.4994,3.0006,0.20036,0.010666,-0.0099025,-2.5009,-0.13661,0.12547,19.354,1.1461,-1.1809,0,0
7.43,9.386,4.4993,3.0007,0.22634,0.012091,-0.011218,-2.6962,-0.14827,0.13776,19.694,1.1867,-1.2784,0,0
7.42,9.3836,4.4991,3.0008,0.2543,0.013633,-0.012661,-2.8946,-0.16034,0.15107,19.974,1.2264,-1.3852,0,0
7.41,9.3809,4.499,3.001,0.28424,0.015299,-0.014243,-3.0954,-0.1728,0.1655,20.196,1.2652,-1.5018,0,0
7.4,9.3779,4.4988,3.0011,0.31621,0.017091,-0.015975,-3.2983,-0.18564,0.18114,20.36,1.3032,-1.6285,0,0
7.39,9.3746,4.4986,3.0013,0.35021,0.019013,-0.01787,-3.5025,-0.19886,0.1981,20.468,1.3405,-1.7656,0,0
7.38,9.3709,4.4984,3.0015,0.38626,0.021069,-0.019942,-3.7074,-0.21245,0.21649,20.521,1.3771,-1.9133,0,0
7.37,9.3668,4.4982,3.0017,0.42436,0.023263,-0.022205,-3.9127,-0.2264,0.2364,20.522,1.4132,-2.0718,0,0
7.36,9.3624,4.498,3.0019,0.46452,0.025598,-0.024675,-4.1177,-0.24071,0.25796,20.472,1.4487,-2.2412,0,0
7.35,9.3575,4.4977,3.0022,0.50671,0.028078,-0.02737,-4.322,-0.25537,0.28126,20.374,1.4838,-2.4213,0,0
7.34,9.3522,4.4974,3.0025,0.55095,0.030707,-0.030307,-4.525,-0.27039,0.30642,20.228,1.5185,-2.6122,0,0
7.33,9.3465,4.4971,3.0028,0.59721,0.033487,-0.033505,-4.7264,-0.28574,0.33354,20.039,1.5529,-2.8135,0,0
7.32,9.3403,4.4967,3.0031,0.64547,0.036423,-0.036985,-4.9257,-0.30144,0.36273,19.808,1.5869,-3.0251,0,0
7.31,9.3336,4.4964,3.0035,0.69571,0.039517,-0.040767,-5.1224,-0.31748,0.39408,19.536,1.6207,-3.2467,0,0
7.3,9.3264,4.496,3.0039,0.74791,0.042774,-0.044874,-5.3163,-0.33386,0.42769,19.228,1.6543,-3.4777,0,0
7.29,9.3186,4.4955,3.0044,0.80203,0.046195,-0.049328,-5.5069,-0.35057,0.46366,18.884,1.6877,-3.7179,0,0
7.28,9.3103,4.495,3.0049,0.85804,0.049786,-0.054155,-5.6939,-0.36761,0.50208,18.508,1.721,-3.9665,0,0
7.27,9.3015,4.4945,3.0055,0.91589,0.053549,-0.059378,-5.8769,-0.38498,0.54302,18.102,1.754,-4.223,0,0
7.26,9.292,4.494,3.0061,0.97556,0.057487,-0.065024,-6.0558,-0.40269,0.58656,17.667,1.7868,-4.4869,0,0
7.25,9.2819,4.4934,3.0068,1.037,0.061604,-0.071119,-6.2302,-0.42072,0.63278,17.207,1.8195,-4.7572,0,0
